,StationID,StationName,Lat,Lon
116,361,Allen St & Hester St,40.71605866,-73.99190759
117,362,Broadway & W 37 St,40.75172632,-73.98753523
118,363,West Thames St,40.70834698,-74.01713445
119,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854
120,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896
121,367,E 53 St & Lexington Ave,40.75828065,-73.97069431
122,368,Carmine St & 6 Ave,40.73038599,-74.00214988
123,369,Washington Pl & 6 Ave,40.73224119,-74.00026394
124,372,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519
125,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995
126,376,John St & William St,40.70862144,-74.00722156
127,377,6 Ave & Canal St,40.72243797,-74.00566443
128,379,W 31 St & 7 Ave,40.749156,-73.9916
129,380,W 4 St & 7 Ave S,40.73401143,-74.00293877
130,383,Greenwich Ave & Charles St,40.735238,-74.000271
131,385,E 55 St & 2 Ave,40.75797322,-73.96603308
132,386,Centre St & Worth St,40.71494807,-74.00234482
133,387,Centre St & Chambers St,40.71273266,-74.0046073
134,388,W 26 St & 10 Ave,40.749717753,-74.002950346
135,389,Broadway & Berry St,40.71044554,-73.96525063
136,390,Duffield St & Willoughby St,40.69221589,-73.9842844
137,391,Clark St & Henry St,40.69760127,-73.99344559
138,392,Jay St & Tech Pl,40.695065,-73.987167
139,393,E 5 St & Avenue C,40.72299208,-73.97995466
140,394,E 9 St & Avenue C,40.72521311,-73.97768752
141,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392
142,397,Fulton St & Clermont Ave,40.68415748,-73.96922273
143,398,Atlantic Ave & Furman St,40.69165183,-73.9999786
144,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628
145,400,Pitt St & Stanton St,40.71926081,-73.98178024
146,401,Allen St & Rivington St,40.72019576,-73.98997825
147,402,Broadway & E 22 St,40.7403432,-73.98955109
148,403,E 2 St & 2 Ave,40.72502876,-73.99069656
149,405,Washington St & Gansevoort St,40.739323,-74.008119
150,406,Hicks St & Montague St,40.69512845,-73.99595065
151,408,Market St & Cherry St,40.71076228,-73.99400398
152,410,Suffolk St & Stanton St,40.72066442,-73.98517977
153,411,E 6 St & Avenue D,40.72228087,-73.97668709
154,412,Forsyth St & Canal St,40.7158155,-73.99422366
155,415,Pearl St & Hanover Square,40.7047177,-74.00926027
156,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183
157,417,Barclay St & Church St,40.71291224,-74.01020234
158,418,Front St & Gold St,40.70224,-73.982578
159,419,Carlton Ave & Park Ave,40.69580705,-73.97355569
160,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902
161,421,Clermont Ave & Park Ave,40.69573398,-73.97129668
162,422,W 59 St & 10 Ave,40.770513,-73.988038
163,423,W 54 St & 9 Ave,40.76584941,-73.98690506
164,426,West St & Chambers St,40.71754834,-74.01322069
165,427,Bus Slip & State St,40.701907,-74.013942
166,432,E 7 St & Avenue A,40.72621788,-73.98379855
167,434,9 Ave & W 18 St,40.74317449,-74.00366443
168,435,W 21 St & 6 Ave,40.74173969,-73.99415556
169,436,Hancock St & Bedford Ave,40.68216564,-73.95399026
170,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759
171,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945
172,439,E 4 St & 2 Ave,40.7262807,-73.98978041
173,440,E 45 St & 3 Ave,40.75255434,-73.97282625
174,442,W 27 St & 7 Ave,40.746647,-73.993915
175,443,Bedford Ave & S 9 St,40.70853074,-73.96408963
176,445,E 10 St & Avenue A,40.72740794,-73.98142006
177,446,W 24 St & 7 Ave,40.74487634,-73.99529885
178,447,8 Ave & W 52 St,40.76370739,-73.9851615
179,448,W 37 St & 10 Ave,40.75660359,-73.9979009
180,450,W 49 St & 8 Ave,40.76227205,-73.98788205
181,453,W 22 St & 8 Ave,40.74475148,-73.99915362
182,454,E 51 St & 1 Ave,40.75455731,-73.96592976
183,455,1 Ave & E 44 St,40.75001986,-73.96905301
184,456,E 53 St & Madison Ave,40.7597108,-73.97402311
185,457,Broadway & W 58 St,40.76695317,-73.98169333
186,458,11 Ave & W 27 St,40.751396,-74.005226
187,460,S 4 St & Wythe Ave,40.71285887,-73.96590294
188,461,E 20 St & 2 Ave,40.73587678,-73.98205027
189,462,W 22 St & 10 Ave,40.74691959,-74.00451887
190,464,E 56 St & 3 Ave,40.75934501,-73.96759673
191,465,Broadway & W 41 St,40.75513557,-73.98658032
192,466,W 25 St & 6 Ave,40.74395411,-73.99144871
193,467,Dean St & 4 Ave,40.68312489,-73.97895137
194,468,Broadway & W 56 St,40.7652654,-73.98192338
195,469,Broadway & W 53 St,40.76344058,-73.98268129
196,470,W 20 St & 8 Ave,40.74345335,-74.00004031
197,471,Grand St & Havemeyer St,40.71286844,-73.95698119
198,472,E 32 St & Park Ave,40.7457121,-73.98194829
199,473,Rivington St & Chrystie St,40.72110063,-73.9919254
200,474,5 Ave & E 29 St,40.7451677,-73.98683077
201,476,E 31 St & 3 Ave,40.74394314,-73.97966069
202,477,W 41 St & 8 Ave,40.75640548,-73.9900262
203,478,11 Ave & W 41 St,40.76030096,-73.99884222
204,479,9 Ave & W 45 St,40.76019252,-73.9912551
205,480,W 53 St & 10 Ave,40.76669671,-73.99061728
206,481,S 3 St & Bedford Ave,40.71260486,-73.96264403
207,482,W 15 St & 7 Ave,40.73935542,-73.99931783
208,483,E 12 St & 3 Ave,40.73223272,-73.98889957
209,484,W 44 St & 5 Ave,40.75500254,-73.98014437
210,485,W 37 St & 5 Ave,40.75038009,-73.98338988
211,486,Broadway & W 29 St,40.7462009,-73.98855723
212,487,E 20 St & FDR Drive,40.73314259,-73.97573881
213,489,10 Ave & W 28 St,40.75066386,-74.00176802
214,490,8 Ave & W 33 St,40.751551,-73.993934
215,492,W 33 St & 7 Ave,40.75019995,-73.99093085
216,494,W 26 St & 8 Ave,40.74734825,-73.99723551
217,495,W 47 St & 10 Ave,40.76269882,-73.99301222
218,496,E 16 St & 5 Ave,40.73726186,-73.99238967
219,497,E 17 St & Broadway,40.73704984,-73.99009296
220,499,Broadway & W 60 St,40.76915505,-73.98191841
221,500,Broadway & W 51 St,40.76228826,-73.98336183
222,501,FDR Drive & E 35 St,40.744219,-73.97121214
223,502,Henry St & Grand St,40.714211,-73.981095
224,503,E 20 St & Park Ave,40.73827428,-73.98751968
225,504,1 Ave & E 16 St,40.73221853,-73.98165557
226,505,6 Ave & W 33 St,40.74901271,-73.98848395
227,507,E 25 St & 2 Ave,40.73912601,-73.97973776
228,508,W 46 St & 11 Ave,40.76341379,-73.99667444
229,509,9 Ave & W 22 St,40.7454973,-74.00197139
230,510,W 51 St & 6 Ave,40.7606597,-73.98042047
231,513,W 56 St & 10 Ave,40.768254,-73.988639
232,514,12 Ave & W 40 St,40.76087502,-74.00277668
233,515,W 43 St & 10 Ave,40.76009437,-73.99461843
234,516,E 47 St & 1 Ave,40.75206862,-73.96784384
235,517,Pershing Square South,40.751581,-73.97791
236,519,Pershing Square North,40.751873,-73.977706
237,522,E 51 St & Lexington Ave,40.75714758,-73.97207836
238,525,W 34 St & 11 Ave,40.75594159,-74.0021163
239,526,E 33 St & 5 Ave,40.74765947,-73.98490707
240,528,2 Ave & E 31 St,40.74290902,-73.97706058
241,529,W 42 St & 8 Ave,40.7575699,-73.99098507
242,530,11 Ave & W 59 St,40.77149671054441,-73.99046033620834
243,531,Forsyth St & Broome St,40.71893904,-73.99266288
244,532,S 5 Pl & S 5 St,40.710451,-73.960876
245,533,Broadway & W 38 St,40.75299641,-73.98721619
246,534,Water - Whitehall Plaza,40.70255065,-74.0127234
247,536,1 Ave & E 30 St,40.74144387,-73.97536082
248,537,Lexington Ave & E 24 St,40.74025878,-73.98409214
249,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
250,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922
251,545,E 23 St & 1 Ave,40.736502,-73.97809472
252,546,E 30 St & Park Ave S,40.74444921,-73.98303529
253,2000,Front St & Washington St,40.70255088,-73.98940236
254,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198
255,2003,1 Ave & E 18 St,40.73381219196632,-73.98054420948029
256,2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056
257,2006,Central Park S & 6 Ave,40.76590936,-73.97634151
258,2008,Little West St & 1 Pl,40.70569254,-74.01677685
259,2009,Catherine St & Monroe St,40.71117444,-73.99682619
260,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502
261,2012,E 27 St & 1 Ave,40.739445,-73.976806
262,2017,E 43 St & 2 Ave,40.75022392,-73.97121414
263,2021,W 45 St & 8 Ave,40.75929124,-73.98859651
264,2022,E 60 St & York Ave,40.759107,-73.959223
265,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938
266,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771
267,3042,Fulton St & Utica Ave,40.6794268,-73.9298911
268,3043,Lewis Ave & Decatur St,40.6814598,-73.934903
269,3044,Albany Ave & Fulton St,40.6800105,-73.938475
270,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037
271,3047,Halsey St & Tompkins Ave,40.6823687,-73.944118
272,3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977
273,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304
274,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111
275,3052,Lewis Ave & Madison St,40.686312,-73.935775
276,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915
277,3054,Greene Ave & Throop Ave,40.6894932,-73.942061
278,3055,Greene Ave & Nostrand Ave,40.6883337,-73.950916
279,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465
280,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416
281,3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428
282,3059,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877
283,3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915
284,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094
285,3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908
286,3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
287,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926
288,3065,Union Ave & Wallabout St,40.70029511,-73.95032283
289,3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417
290,3067,Broadway & Whipple St,40.7016657,-73.9437303
291,3068,Humboldt St & Varet St,40.7031724,-73.940636
292,3069,Lorimer St & Broadway,40.70411791,-73.94818595
293,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279
294,3071,Boerum St & Broadway,40.70538077,-73.94976519
295,3072,Leonard St & Boerum St,40.70583339,-73.94644578
296,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171
297,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783
298,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625
299,3077,Stagg St & Union Ave,40.70877084,-73.95095259
300,3078,Broadway & Roebling St,40.70924826276157,-73.96063148975372
301,3080,S 4 St & Rodney St,40.70934,-73.95608
302,3081,Graham Ave & Grand St,40.711863,-73.944024
303,3082,Hope St & Union Ave,40.71167351,-73.95141312
304,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005
305,3085,Roebling St & N 4 St,40.71469,-73.95739
306,3086,Graham Ave & Conselyea St,40.715143,-73.944507
307,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
308,3088,Union Ave & Jackson St,40.7160751,-73.952029
309,3092,Berry St & N 8 St,40.7190095,-73.95852515
310,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939
311,3094,Graham Ave & Withers St,40.7169811,-73.94485918
312,3095,Graham Ave & Herbert St,40.71929301,-73.94500379
313,3096,Union Ave & N 12 St,40.71924,-73.95242
314,3100,Nassau Ave & Newell St,40.724812564400175,-73.94752621650696
315,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712
316,3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154
317,3105,N 15 St & Wythe Ave,40.724055,-73.955736
318,3106,Driggs Ave & N Henry St,40.72325,-73.94308
319,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324
320,3108,Nassau Ave & Russell St,40.72557,-73.94434
321,3109,Banker St & Meserole Ave,40.72606,-73.95621
322,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
323,3112,Milton St & Franklin St,40.72906,-73.95779
324,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394
325,3115,India St & Manhattan Ave,40.73232194,-73.9550858
326,3116,Huron St & Franklin St,40.73266,-73.95826
327,3117,Franklin St & Dupont St,40.73564,-73.95866
328,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284
329,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749
330,3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276
331,3122,48 Ave & 5 St,40.74436328706688,-73.9558732509613
332,3123,31 St & Thomson Ave,40.74469738,-73.93540375
333,3124,46 Ave & 5 St,40.74731,-73.95451
334,3125,45 Rd & 11 St,40.74708586,-73.94977234
335,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635
336,3127,9 St & 44 Rd,40.74966,-73.9521
337,3128,21 St & 43 Ave,40.75052534,-73.94594845
338,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717
339,3130,21 St & Queens Plaza North,40.75325964,-73.94335788
340,3131,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069
341,3132,E 59 St & Madison Ave,40.76350532,-73.97109243
342,3134,3 Ave & E 62 St,40.76312584,-73.96526895
343,3135,E 75 St & 3 Ave,40.77112927,-73.95772297
344,3136,5 Ave & E 63 St,40.766368,-73.971518
345,3137,5 Ave & E 72 St,40.77282817,-73.96685276
346,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195
347,3140,1 Ave & E 78 St,40.77140426,-73.9535166
348,3141,1 Ave & E 68 St,40.76500525,-73.95818491
349,3142,1 Ave & E 62 St,40.7612274,-73.96094022
350,3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959595
351,3144,E 81 St & Park Ave,40.77677702,-73.9590097
352,3145,E 84 St & Park Ave,40.77862688,-73.95772073
353,3146,E 81 St & 3 Ave,40.77573034,-73.9567526
354,3147,E 85 St & 3 Ave,40.77801203,-73.95407149
355,3148,E 84 St & 1 Ave,40.77565541,-73.95068615
356,3150,E 85 St & York Ave,40.77536905,-73.94803392
357,3151,E 81 St & York Ave,40.7728384,-73.94989233
358,3152,3 Ave & E 71 St,40.76873687,-73.96119945
359,3154,E 77 St & 3 Ave,40.77314236,-73.95856158
360,3156,E 72 St & York Ave,40.76663814,-73.95348296
361,3157,East End Ave & E 86 St,40.77518615,-73.94446054
362,3158,W 63 St & Broadway,40.77163851,-73.98261428
363,3159,W 67 St & Broadway,40.77492513,-73.98266566
364,3160,Central Park West & W 76 St,40.77896784,-73.97374737
365,3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719
366,3163,Central Park West & W 68 St,40.7734066,-73.97782542
367,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475
368,3165,Central Park West & W 72 St,40.77579376683666,-73.9762057363987
369,3166,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449
370,3167,Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842
371,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127
372,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406
373,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321
374,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961
375,3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659
376,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594
377,3177,W 84 St & Broadway,40.7867947,-73.977112
378,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492
379,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342
380,3221,47 Ave & 31 St,40.743,-73.93561
381,3226,W 82 St & Central Park West,40.78275,-73.97137
382,3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109
383,3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766
384,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799
385,3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882
386,3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188
387,3241,Monroe St & Tompkins Ave,40.686203,-73.944694
388,3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397
389,3243,E 58 St & 1 Ave (NE Corner),40.75892386377695,-73.96226227283478
390,3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151
391,3246,Montague St & Clinton St,40.694281141397326,-73.99230033159256
392,3249,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208
393,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068
394,3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
395,3259,9 Ave & W 28 St,40.74937024193277,-73.99923384189606
396,3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554
397,3263,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097
398,3282,5 Ave & E 88 St,40.78307,-73.95939
399,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561
400,3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
401,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747
402,3286,E 89 St & 3 Ave,40.7806284,-73.9521667
403,3287,W 87 St & West End Ave,40.789622,-73.97757
404,3288,E 88 St & 1 Ave,40.778301,-73.9488134
405,3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178
406,3290,E 89 St & York Ave,40.7779453,-73.946041
407,3292,5 Ave & E 93 St,40.7857851,-73.957481
408,3293,W 92 St & Broadway,40.7921,-73.9739
409,3294,E 91 St & Park Ave,40.7835016,-73.955327
410,3296,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902
411,3297,6 St & 7 Ave,40.6686627,-73.97988067
412,3298,Warren St & Court St,40.686371,-73.99383324
413,3299,E 98 St & Park Ave,40.78813,-73.95206
414,3300,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114
415,3301,Columbus Ave & W 95 St,40.7919557,-73.968087
416,3302,Columbus Ave & W 103 St,40.7969347,-73.9643412291
417,3303,Butler St & Court St,40.6849894,-73.99440329
418,3304,6 Ave & 9 St,40.668127,-73.98377641
419,3305,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478
420,3306,10 St & 7 Ave,40.6662078,-73.98199886
421,3307,West End Ave & W 94 St,40.7941654,-73.974124
422,3308,Kane St & Clinton St,40.6861758,-73.99645295
423,3309,E 97 St & 3 Ave,40.7859201,-73.94860294
424,3310,14 St & 7 Ave,40.663779,-73.98396846
425,3311,Columbia St & Kane St,40.68763155,-74.0016256
426,3312,1 Ave & E 94 St,40.7817212,-73.94594
427,3313,6 Ave & 12 St,40.6663181,-73.9854617
428,3314,W 95 St & Broadway,40.7937704,-73.971888
429,3315,Henry St & Degraw St,40.6847514,-73.99917254
430,3317,10 St & 5 Ave,40.6686273,-73.98700053
431,3318,2 Ave & E 96 St,40.7839636,-73.9471673
432,3319,14 St & 5 Ave,40.666287,-73.98895053
433,3321,Clinton St & Union St,40.6831164,-73.99785267
434,3322,12 St & 4 Ave,40.668603,-73.9904394
435,3323,W 106 St & Central Park West,40.7981856,-73.9605909006
436,3324,3 Ave & 14 St,40.6685455,-73.99333264
437,3325,E 95 St & 3 Ave,40.7849032,-73.950503
438,3326,Clinton St & Centre St,40.67434,-74.00194698
439,3327,3 Ave & E 100 St,40.7877214,-73.94728331
440,3328,W 100 St & Manhattan Ave,40.795,-73.9645
441,3329,Degraw St & Smith St,40.6829151,-73.99318208
442,3330,Henry St & Bay St,40.6725058,-74.00494695
443,3331,Riverside Dr & W 104 St,40.8013434,-73.9711457439
444,3332,Degraw St & Hoyt St,40.68199044270703,-73.99079024791718
445,3333,Columbia St & Lorraine St,40.6747055,-74.0075572
446,3335,Union St & 4 Ave,40.6772744,-73.98282002
447,3336,E 97 St & Madison Ave,40.787801,-73.953559
448,3337,Dwight St & Van Dyke St,40.67363551341504,-74.01195555925369
449,3338,2 Ave & E 99 St,40.7862586,-73.94552579
450,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
451,3340,Wolcott St & Dwight St,40.6753274,-74.0100698
452,3342,Pioneer St & Richards St,40.6777748,-74.0094613
453,3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676
454,3344,Pioneer St & Van Brunt St,40.679043,-74.011169
455,3345,Madison Ave & E 99 St,40.78948541553215,-73.95242929458618
456,3346,Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629
457,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056
458,3348,Coffey St & Conover St,40.677236,-74.015665
